timestamp,claim_id,claimant,policy,match_start,match_end,match_duration,video_id/url,body_text,raw_headers,sender_email
2025-08-20T12:00:17Z,C-100000,LabelAgent Co,monetize,282,294,12,vid_8970,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <90qj9w9dbug5@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:41:10Z,C-100036,UMG Automations LLC,monetize,107,132,25,vid_3022,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <6r8zets6u7d1@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:42:20Z,C-100037,UMG Automations LLC,monetize,98,101,3,vid_1708,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <z6dmz9v305tr@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:43:15Z,C-100038,LabelAgent Co,block,147,172,25,vid_2508,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <m9oh6lodpgln@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:44:20Z,C-100039,UMG Automations LLC,monetize,512,520,8,vid_1341,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <v7lc51xbcn9t@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:45:15Z,C-100040,UMG Automations LLC,monetize,116,128,12,vid_5137,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <o7j1q3kqk1a0@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:46:19Z,C-100041,UMG Rights Ops,track,477,495,18,vid_3723,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <ptch8fo7o5s4@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:47:01Z,C-100042,LabelAgent Co,track,126,129,3,vid_1732,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <crntf0s0kyjm@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:48:31Z,C-100043,UMG Rights Ops,block,211,216,5,vid_1111,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <3mf8pne0gaid@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:49:24Z,C-100044,LabelAgent Co,monetize,247,259,12,vid_5775,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <8cmr8tg3p37f@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:50:21Z,C-100045,LabelAgent Co,monetize,541,553,12,vid_9687,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <a0gqobfan7s7@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:51:22Z,C-100046,UMG Automations LLC,monetize,464,482,18,vid_3729,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <gz4qhwpn5cbt@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:52:07Z,C-100047,UMG Rights Ops,monetize,365,390,25,vid_7863,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <pnz3j8dblzql@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:53:26Z,C-100048,UMG Automations LLC,monetize,110,128,18,vid_6945,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <0f7kgd5qu532@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:54:33Z,C-100049,UMG Rights Ops,monetize,430,470,40,vid_4633,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <3jdu0dppy7gs@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:55:19Z,C-100050,LabelAgent Co,track,200,218,18,vid_3695,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <h9uyrqtcu4rh@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:56:16Z,C-100051,UMG Automations LLC,track,559,564,5,vid_8420,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <lew107r378hx@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:57:19Z,C-100052,LabelAgent Co,monetize,387,395,8,vid_7026,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <1cjfso3iuw16@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:58:33Z,C-100053,LabelAgent Co,monetize,277,302,25,vid_5098,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <7vogmeqzd5et@claims.umg>,no-reply@claims.umg.example
2025-08-20T12:59:04Z,C-100054,LabelAgent Co,track,505,545,40,vid_4332,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <2c5avynvs6c6@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:00:34Z,C-100055,LabelAgent Co,monetize,224,232,8,vid_4468,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <nn4jhbuyanh0@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:01:32Z,C-100056,LabelAgent Co,monetize,172,175,3,vid_6283,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <duhuy0nxbkgw@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:02:22Z,C-100057,UMG Rights Ops,track,374,377,3,vid_4389,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <aj29um7zh1tb@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:03:12Z,C-100058,LabelAgent Co,block,540,600,60,vid_7250,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <uldepv1gx6vz@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:04:04Z,C-100059,UMG Rights Ops,monetize,268,276,8,vid_2130,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <f30bup1oc8jx@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:10:03Z,C-100060,LabelAgent Co,monetize,266,291,25,vid_7966,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <yxv3e6bhrsxd@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:11:14Z,C-100061,LabelAgent Co,monetize,206,266,60,vid_7076,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <6fm4tyqqe9ay@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:12:23Z,C-100062,UMG Automations LLC,monetize,98,103,5,vid_2606,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <xmojog9hj5jc@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:13:18Z,C-100063,UMG Rights Ops,track,6,66,60,vid_3274,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <629r7bxsuvkl@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:14:19Z,C-100064,UMG Rights Ops,monetize,88,96,8,vid_6926,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <yno5ziy6pzhg@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:15:09Z,C-100065,UMG Rights Ops,monetize,302,307,5,vid_3035,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <axpxz2k1qwuf@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:16:23Z,C-100066,UMG Rights Ops,track,325,333,8,vid_5212,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <tvl04ohxb0wi@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:17:21Z,C-100067,LabelAgent Co,monetize,489,529,40,vid_9596,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <jz4zwm1ebot5@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:18:08Z,C-100068,UMG Automations LLC,monetize,456,481,25,vid_1116,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <l6wup5k35juk@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:19:39Z,C-100069,UMG Automations LLC,track,23,35,12,vid_8874,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <evh0oq8wrtjh@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:20:39Z,C-100070,LabelAgent Co,track,461,473,12,vid_7588,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <gxc1t95xr964@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:21:14Z,C-100071,UMG Automations LLC,monetize,223,248,25,vid_9201,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <8x8wsdewdet8@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:22:10Z,C-100072,UMG Rights Ops,monetize,172,190,18,vid_7270,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <qnjxq8iga4g5@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:23:23Z,C-100073,UMG Automations LLC,track,505,565,60,vid_9772,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <bevbgnmaa18x@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:24:40Z,C-100074,LabelAgent Co,monetize,35,40,5,vid_6146,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <xujczll1k2mo@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:25:04Z,C-100075,UMG Rights Ops,monetize,288,300,12,vid_6511,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <7iw2snc5mpew@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:26:08Z,C-100076,UMG Automations LLC,monetize,583,643,60,vid_6907,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <ai6fm1kxnkz8@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:27:08Z,C-100077,UMG Rights Ops,track,129,141,12,vid_2016,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <0ws8c5kvlsfb@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:28:38Z,C-100078,LabelAgent Co,track,50,90,40,vid_7750,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <lztyjhnlw5j5@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:29:13Z,C-100079,LabelAgent Co,track,296,308,12,vid_5022,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <0711tv8fjkdv@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:30:07Z,C-100080,LabelAgent Co,monetize,354,357,3,vid_7540,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <fjdcs7jfy9ob@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:31:30Z,C-100081,LabelAgent Co,monetize,393,401,8,vid_5701,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <ldhn53ttecx2@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:32:09Z,C-100082,UMG Automations LLC,monetize,190,202,12,vid_3595,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <yu4g1rwopd4d@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:33:40Z,C-100083,UMG Automations LLC,monetize,225,230,5,vid_2861,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <ehjme3m206fs@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:34:19Z,C-100084,UMG Automations LLC,monetize,293,305,12,vid_6438,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <7fcw9wkv54a4@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:35:33Z,C-100085,UMG Rights Ops,track,186,246,60,vid_1609,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <ubhba8x5dv6y@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:36:29Z,C-100086,UMG Rights Ops,monetize,231,239,8,vid_5542,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <dhersugzwynk@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:37:09Z,C-100087,UMG Rights Ops,monetize,53,93,40,vid_7715,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <i820d0o27991@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:38:02Z,C-100088,UMG Automations LLC,track,537,597,60,vid_9938,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <fbunsv4pg72x@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:39:35Z,C-100089,UMG Automations LLC,monetize,352,364,12,vid_6631,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <g94hp3xnjz2h@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:45:26Z,C-100090,LabelAgent Co,monetize,556,561,5,vid_1169,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <pb7mluzyxne2@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:46:23Z,C-100091,UMG Automations LLC,monetize,410,422,12,vid_5194,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <q92laakrht40@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:47:25Z,C-100092,UMG Rights Ops,monetize,503,543,40,vid_1987,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <510t26rcgnz8@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:48:06Z,C-100093,UMG Rights Ops,monetize,28,68,40,vid_7197,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <pk689li3kx77@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:49:13Z,C-100094,UMG Rights Ops,block,279,297,18,vid_1219,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <u3l7tndcthru@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:50:39Z,C-100095,LabelAgent Co,monetize,100,105,5,vid_9277,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <ip7wzua6zg4j@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:51:00Z,C-100096,LabelAgent Co,track,51,59,8,vid_2498,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <v6ay01prflv5@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:52:11Z,C-100097,UMG Rights Ops,monetize,167,172,5,vid_7239,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <0a04qrqltxrr@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:53:37Z,C-100098,UMG Automations LLC,track,542,560,18,vid_4760,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <3ozw9pgpje7b@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:54:32Z,C-100099,UMG Automations LLC,track,364,376,12,vid_8203,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <vlo5hgpyq775@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:55:00Z,C-100100,UMG Automations LLC,monetize,591,596,5,vid_9999,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <t6eied7kpqm1@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:56:28Z,C-100101,UMG Automations LLC,track,503,521,18,vid_1216,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <2ecof3dqow5z@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:57:21Z,C-100102,UMG Automations LLC,monetize,184,192,8,vid_7048,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <p0ld7ehc2szg@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:58:38Z,C-100103,UMG Rights Ops,monetize,565,568,3,vid_1038,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <n9mgz7iv76yd@claims.umg>,no-reply@claims.umg.example
2025-08-20T13:59:27Z,C-100104,UMG Automations LLC,track,31,34,3,vid_1297,Automated notification: content match detected. You may dispute if you believe this is fair use.,X-Mailer: ClaimBot/1.4; Message-ID: <cytm2tkkom5h@claims.umg>,no-reply@claims.umg.example
2025-08-20T14:00:26Z,C-100105,UMG Automations LLC,monetize,72,97,25,vid_4476,Notice: Content identified via automated reference match. Monetization redirected.,X-Mailer: ClaimBot/1.4; Message-ID: <6iba2i9uy3ik@claims.umg>,no-reply@claims.umg.example
2025-08-20T14:01:00Z,C-100106,UMG Rights Ops,track,37,55,18,vid_2902,Automated claim: match detected in your upload. Policy applied per rights holder.,X-Mailer: ClaimBot/1.4; Message-ID: <4p9ldaxtj3lh@claims.umg>,no-reply@claims.umg.example
2025-08-20T14:02:18Z,C-100107,LabelAgent Co,track,195,198,3,vid_2720,This is to inform you that content in your video matched our reference. Monetization status updated.,X-Mailer: ClaimBot/1.4; Message-ID: <ral59jponlnz@claims.umg>,no-reply@claims.umg.example
2025-08-20T14:03:16Z,C-100108,UMG Rights Ops,monetize,594,602,8,vid_5490,Automated policy action based on content match. Please review claimed segments.,X-Mailer: ClaimBot/1.4; Message-ID: <mqk6xvfnw83u@claims.umg>,no-reply@claims.umg.example
